task,n_treatment,n_control,mean_treatment,mean_control,sd_treatment,sd_control,difference,se,df,t_stat,ci_low,ci_high,p_raw,p_bonferroni,p_holm
task_01,100,100,50.2013,48.1149,8.988856699134532,10.349942223524875,2.0864000000000047,1.3708422549216914,194.19015675199648,1.5219840156730426,-0.6172510542533081,4.7900510542533175,0.12963978414022712,1.0,1.0
task_02,100,100,49.99000000000001,51.1576,10.190936951997884,10.288634517875742,-1.167599999999993,1.4481408640115785,197.98197847072558,-0.8062751552812045,-4.023360692653165,1.6881606926531787,0.4210516303585343,1.0,1.0
task_03,100,100,51.119400000000006,49.401199999999996,8.947514278143162,10.354131004023701,1.7182000000000102,1.368451828184173,193.92382035024033,1.2555794545431131,-0.9807597653930169,4.417159765393038,0.21077923323803152,1.0,1.0
task_04,100,100,50.0596,48.6004,10.632193053707834,10.140586610649345,1.4592000000000027,1.4692686137646644,197.55790666074492,0.9931471933243962,-1.4382632562842326,4.356663256284238,0.32185308187242645,1.0,1.0
task_05,100,100,49.1526,50.460800000000006,9.37418727736496,10.6923976277682,-1.3082000000000065,1.421980148037989,194.66851432839414,-0.9199847141361478,-4.1126648283315905,1.4962648283315776,0.3587193465127916,1.0,1.0
task_06,100,100,49.9407,48.83079999999999,10.219991327656484,9.975336928058262,1.1099000000000103,1.42813013960793,197.8838692721182,0.777170069602141,-1.7064077590974973,3.926207759097518,0.43798650780801907,1.0,1.0
task_07,100,100,50.187900000000006,49.480199999999996,10.651377422662291,9.112138754807717,0.7077000000000098,1.4017236307021035,193.3648029407075,0.5048784114779694,-2.0569310093162643,3.472331009316284,0.6142191447569678,1.0,1.0
task_08,100,100,51.5845,50.34450000000001,8.768529975388859,11.092755336686912,1.2399999999999878,1.4139884684426847,187.9793072518797,0.8769519891245496,-1.5493242882820581,4.029324288282034,0.38163206141702194,1.0,1.0
task_09,100,100,51.51760000000001,49.5896,10.03072070282997,9.45015717041016,1.9280000000000115,1.3781176595764104,197.3003204968896,1.399009719237338,-0.7897313750505437,4.645731375050566,0.16338013926429373,1.0,1.0
task_10,100,100,52.437,48.75020000000001,11.072669647890391,10.097964389325247,3.686799999999991,1.4985756502072023,196.34227124089048,2.4602027928921917,0.7314291913179023,6.64217080868208,0.014750235554137242,0.29500471108274484,0.29500471108274484
task_11,100,100,51.05909999999999,49.6392,10.258115200398485,9.37352457669467,1.4198999999999842,1.389575080571559,196.41132060356688,1.0218231600813912,-1.320502645650739,4.160302645650708,0.3081215225278022,1.0,1.0
task_12,100,100,50.4704,49.62520000000001,9.151727542387885,10.08389650117774,0.8451999999999913,1.3617602052364641,196.16590090372483,0.6206672780933745,-1.8403693253494988,3.5307693253494814,0.5355390040328734,1.0,1.0
task_13,100,100,49.6405,49.341899999999995,10.509143721906023,10.765081569687254,0.2986000000000075,1.5044237533677038,197.8854725160056,0.1984813117524775,-2.668160493926774,3.265360493926789,0.8428722691490066,1.0,1.0
task_14,100,100,52.00809999999999,49.55089999999999,10.7553298692304,9.847404015703065,2.4572000000000003,1.458247189074762,196.47965042548097,1.6850366785613764,-0.4186257798060682,5.333025779806069,0.09356912086292724,1.0,1.0
task_15,100,100,50.55279999999999,48.665400000000005,11.717782142685293,9.743003334690899,1.8873999999999853,1.5239177547467329,191.618547074844,1.2385182823161354,-1.118407983285672,4.8932079832856425,0.21703905084734101,1.0,1.0
task_16,100,100,49.7001,50.364000000000004,9.547527629092405,8.796477945315628,-0.6639000000000053,1.2982037901296817,196.6856023864789,-0.5113989075118062,-3.2240857691938114,1.8962857691938009,0.6096453840195725,1.0,1.0
task_17,100,100,51.141200000000005,48.6924,10.623934031376056,10.820895995314537,2.4488000000000056,1.5164424303099822,197.93322330268623,1.6148321565358974,-0.5416571804781318,5.439257180478143,0.10793998006099152,1.0,1.0
task_18,100,100,51.040199999999984,48.298199999999994,10.73161636747167,10.998149190484808,2.7419999999999902,1.5366420385852637,197.88095130785263,1.7844103773995799,-0.2882961675843516,5.772296167584332,0.07588913540253402,1.0,1.0
task_19,100,100,51.31660000000001,51.28039999999999,9.930020519372128,9.731168389367344,0.03620000000001511,1.3903271044519478,197.9190345651507,0.026037038250998325,-2.7055562467754144,2.7779562467754446,0.9792540296279604,1.0,1.0
task_20,100,100,51.3813,49.01749999999999,10.517541351033854,10.05662205823716,2.363800000000012,1.455178076020008,197.60369947947936,1.6244060015425295,-0.5058719887324936,5.233471988732518,0.10588318862676536,1.0,1.0
